"","factor1","factor2","factor3","factor4"
"1",10.8036671004539,2.02008548383242,12.7640955834198,-8.9444243390874
"2",5.17505591176374,17.974075127776,12.8514859265967,-1.45192411156367
"3",9.61166576396553,11.4089047051839,13.0832222621198,6.28809597589775
"4",12.0887963842331,14.185463143357,9.5279669486287,-8.45827363664017
"5",8.15888794970913,25.2219868376442,9.8808100196438,11.4075077145556
"6",11.8588646749428,9.25897570172532,10.5694624226753,2.76407524642212
"7",7.91159554918316,14.5714871707885,10.9837997823724,-1.79732075473956
"8",5.02733879863812,5.71981177830098,16.246538317686,-28.0132222635803
"9",-5.699051310253,-5.03266077911891,-4.79933683285779,5.64547760221053
"10",4.89498456777135,5.4601053367745,2.01144644872024,6.92984870400599
"11",6.83055075320343,4.75285041594711,10.7220165959436,-6.21754478511416
"12",6.97048097032924,-0.130534838273067,-1.60127230328634,15.4872433304068
"13",11.4574880757609,20.45021262719,15.9590543211825,5.28824484178725
"14",12.0479285553831,2.83951295071271,8.71733386582732,14.3594034265204
"15",-0.976404844190235,8.54980563549587,10.320507248038,-21.5318198000729
"16",5.21419165213493,15.657139619598,9.50747531691092,3.16103736911157
"17",6.19422169714234,5.87318603136692,2.70544440191413,8.24030350430404
"18",8.06744545617084,22.6975509116137,11.5166545229558,5.14479699074443
"19",6.79837596332117,3.97744398599745,4.79747240182254,4.9932889834781
"20",15.5734630393078,14.4815230159942,18.6586256110778,12.394900728555
"21",-6.23656723918313,-7.49870098755271,-11.9542293156031,14.0493193646001
"22",-13.0618934186957,-2.88144810937713,-4.34966306640688,15.3076630216572
"23",4.74327835994825,7.73148295326175,7.00672696833676,7.1491264960492
"24",6.92392281498733,14.1053960781133,12.058889577275,-10.1277031553347
"25",11.3547400241326,15.244529024114,7.9989456228232,10.3959662392979
"26",10.709205213166,15.8939298039792,8.40747213213624,4.60303585312647
"27",10.7848204987549,6.62672989533832,-0.480315791542629,8.1898461289579
"28",-0.454845482087781,3.04872468555408,-4.45919334905194,17.2499434724304
"29",2.86108058052731,7.96054646898925,-0.745954874624051,4.12772597706479
"30",-17.5372387019928,-10.5615593794691,-9.77151558498716,-17.7059280507359
"31",-0.204213398471664,0.157098608514198,-4.99143758518933,12.3911333179289
"32",1.22184678278387,12.1615102297519,2.14843980454538,13.0139944651407
"33",-1.071686338903,4.9740102311753,4.21849135314735,11.9162830998451
"34",10.1877838734218,15.6465550027172,8.88708974350472,23.5504370550582
"35",-2.69947752921029,5.50441693580123,10.9200462112327,-6.95062662363236
"36",7.89928750211109,11.3528245808709,16.9573780649603,-9.31130342156612
"37",11.4871421097397,18.6527159376842,14.4026654568033,7.16749010420009
"38",15.8806549404606,16.6042868287754,11.2874108774154,-2.11727582991406
"39",9.48687103389543,15.6702727001607,11.0350516713387,9.9320161798409
"40",-7.49446768320833,-2.25534968433207,-4.13618217047939,1.24788726912396
"41",-12.7805527531767,-12.9740637363869,-9.36628558391721,-15.966459081497
