"","factor1","factor2","factor3","factor4","factor5"
"1",9.48045060398153,1.40258016119156,3.58654273496378,4.03247022980014,-11.1239916564108
"2",2.43187582150521,1.3397296125622,17.0271144503254,10.1848318164219,2.30450071907445
"3",9.71956962063231,1.3325603759509,11.8796476557114,6.48581432328763,6.21865138916278
"4",10.5758673512383,1.04426281395983,15.3506727044517,14.5586845877293,-10.395750600168
"5",8.52622667539291,0.999082166493827,22.9486252827252,7.76142006310748,11.8060740555174
"6",11.3268988355628,1.12349879170744,10.9980936406984,12.3871409224155,4.35043573802731
"7",5.94326574812775,1.1036031005167,14.9635424796199,12.9204462572841,-2.46579393398999
"8",2.62835949864523,1.5780372129528,5.90607969868869,7.30702364411729,-31.8838824876988
"9",-2.95940701047316,-0.506739162890917,-6.05466893953755,-7.51191077855345,3.81671727835713
"10",5.51835644693845,0.186123891527286,5.58304563820901,3.04258265357925,6.36429027157724
"11",6.83495183273692,1.15738883307083,5.62719436329753,-2.59983004398986,-9.36046889788074
"12",9.46466066962446,-0.0646744101425885,1.13764881482988,4.26493540018294,14.7177531622479
"13",12.1220161562475,1.71899717106388,19.3070085755238,7.6072579853829,8.37378196896423
"14",13.0531182322275,0.992709123212822,5.10428234543551,8.90294844975701,14.7559362558472
"15",-4.54113413944827,0.998528265060532,7.23946991920941,1.82243722843103,-22.0517848512771
"16",5.5991385490452,0.934947883673528,15.1080105092613,6.68638202266478,2.75361344917228
"17",7.03003886931918,0.2927169628693,6.22746665632364,3.54028063815406,8.60538908891587
"18",7.61450588249233,1.18936838248708,20.3757914454763,3.74166172320796,7.40648037507244
"19",8.09721709114366,0.461550170602055,4.98812874641497,6.85149046967536,3.74970148252067
"20",15.6944904485842,2.00140249481249,15.1152890252017,17.6913266080292,11.9993839744733
"21",-2.05681217738466,-1.30485183837709,-9.49538501760532,-10.7817471432166,13.7516625830529
"22",-11.8737334366962,-0.437780874994128,-4.92108117807258,-7.16810441271157,11.4816052477039
"23",4.30587451866833,0.760962259064794,7.50714794265337,8.04109883932306,8.55712013334103
"24",5.12162085174088,1.21343730476757,14.0207795275544,10.8346040012541,-12.0357744240913
"25",9.71885093893925,0.889041719224549,14.9433373382753,10.4919024749242,13.7860188932066
"26",10.1579659753971,0.980900123817416,15.7755137915109,11.1329254448935,2.89854017605144
"27",8.65115994835837,0.0469613812657103,9.36408793020503,17.3220068386758,9.74928272061402
"28",1.81394286543804,-0.323861110922199,2.57956660150857,-1.52067478027613,18.2081068180957
"29",3.26668212925235,-0.0974644002321308,7.23339737288171,0.610997644772556,3.80269589052031
"30",-22.6071486648511,-1.05706551332935,-11.3934818959051,-8.47291433685434,-13.3397588276315
"31",3.06289735860458,-0.472689538363468,-1.22708051627727,-8.33754431470407,14.3500071409256
"32",1.11513849228158,0.212071186236668,10.1268664055078,-2.24757343452584,16.1384239402973
"33",-1.18009505887536,0.491567266472134,4.42461420312201,0.919055085586607,15.9618061328171
"34",13.9671720174809,0.952774031925214,14.2163805184018,8.50439284840292,24.2327657205238
