"","factor1","factor2","factor3"
"1",0.325500557214789,0.653588108290845,-0.8092283226485
"2",0.954704109987258,0.199838729712895,0.195530180484661
"3",0.704080465003799,0.608397043541826,0.416040677096672
"4",0.892601552221202,0.668555468978979,-0.831263043496416
"5",1.16299065577324,0.550254544787293,0.656904357929764
"6",0.667222861540211,0.704246249966558,0.379638396514035
"7",0.861216008727577,0.362376459737567,-0.23479478281619
"8",0.528998332724693,0.133293061211074,-2.31579068341019
"9",-0.354442585496832,-0.281998866656623,0.316847189733241
"10",0.251351839308596,0.356690651181918,0.395560777740178
"11",0.354864021904255,0.434293677462239,-0.792827919065554
"12",0.0196103990068344,0.542116100779704,1.07886608711867
"13",1.06361977522967,0.749178443389661,0.60644655793039
"14",0.343400989028806,0.811108632078692,1.19075319850826
"15",0.494895657910148,-0.222665445612818,-1.64060784106095
"16",0.789044818418962,0.303292439426877,0.165344883081836
"17",0.324614276273408,0.446672428818122,0.592199238982045
"18",1.06751379311287,0.5133504833227,0.395440441070629
"19",0.275794677069996,0.458751343670765,0.303318443361147
"20",0.945647603501341,0.972985858664901,0.953543776954954
"21",-0.625646656702982,-0.194239630200322,0.983406807963189
"22",-0.275581044835886,-0.744216835347971,0.879566966250667
"23",0.445569226285727,0.277285259753803,0.647984476442062
"24",0.818832994742667,0.308226041039674,-0.925581497515718
"25",0.795729207561608,0.707543938762882,0.943783884931976
"26",0.84798191855544,0.667139232359638,0.0996371664022194
"27",0.463636232447003,0.61983465098488,0.730059828563773
"28",0.0359371405235731,0.0753333830755855,1.32729731197665
"29",0.310673674019088,0.219662600068178,0.151517374483848
"30",-0.594093565577265,-1.2785362593067,-0.919528685213723
"31",-0.168402365073105,0.17932886612599,1.00403159959548
"32",0.469480820431818,0.141967298145393,1.04855668543459
"33",0.24000895400646,-0.0687672464727735,1.27394808372708
"34",0.735130619068133,0.782975187465769,1.77584776878858
"35",0.383089966549238,-0.320179485911083,-0.214260026402677
"36",0.751689097967151,0.371038357545781,-0.552189999883924
"37",0.99647177239884,0.749484638557898,0.524000464786276
"38",1.0037581026314,0.929323397401932,0.0674808840345514
"39",0.875319540447174,0.54695831758223,0.866187084723785
"40",-0.287963329192488,-0.385219694752251,0.121687547000834
"41",-0.78391842016261,-0.847290213697499,-1.24911371001084
"42",0.143795997941566,-0.114111372053545,0.830229791599189
"43",-0.0669277511248257,-0.13865959410559,-1.49036972834807
"44",-0.542222854609852,-0.184489532504561,-1.09557125728433
"45",-0.106923930335205,-0.440480500787623,-0.411128745860508
"46",-0.0638657821042632,-0.180065752109432,0.544492464099717
"47",0.855732091803338,0.330675415848603,0.240830621681586
"48",0.0388087306961748,0.0380242369431718,-0.466825127941335
"49",0.704908526154187,0.147271932990299,-1.06409408637767
"50",0.829105337262344,-0.216876018947432,-0.677317440401081
"51",0.588562058298648,0.297670425189264,1.43582320779535
"52",0.795075945014919,0.465732027115234,-0.758471734158389
"53",-0.159877197740465,0.434723815857113,-0.43683957585876
"54",-0.623282832706948,-0.390690162302664,1.15565175748683
"55",-0.599662816482433,-0.724099550694128,-1.79022937775359
"56",0.0422693654799589,0.33961948646017,0.10742029771566
"57",-0.653324616000355,0.215661872744538,0.409531735179794
"58",-0.238905926538792,0.201445646051447,0.654980554826564
"59",0.288534081450974,0.408017230708284,-0.827016387579706
"60",-0.153122297797984,0.425979200260418,0.0524602475722117
"61",-0.334103516632483,-0.196886293578104,-0.23970683937346
"62",-0.873691875834408,-0.890532389181573,-0.294156582376818
"63",-0.779134800828514,-0.632098849079156,0.565443132321723
"64",-0.512879453005182,-0.102612588127553,0.16913333077216
"65",-0.508122641413858,-0.338845117268759,0.278974793647371
"66",-0.705071527666746,-0.571697220395519,-0.278251146248041
"67",-0.509953255198324,-0.56988252152881,0.285492982574044
"68",-0.278896460202145,-0.661877380573503,0.0135276277055933
"69",-0.598008504260573,0.101486598928598,0.130965376434283
"70",-0.333839591205937,-0.131161465321712,0.398240250461238
"71",-0.637552728292371,-0.281053623450141,-0.766741627793994
"72",-0.786520864953134,-0.435002438037773,-0.419976923700152
"73",-0.173124862105507,0.202457571419447,-0.216315539758061
"74",-0.285052520322526,-0.532668119118247,-0.0782694547618259
"75",-0.384232965513855,0.0553534172205978,-0.496432975491174
"76",0.446537302105731,0.60391472284939,0.303429453089087
"77",-0.956676243931979,-0.101514085249591,0.214879835932368
"78",-0.24324359833234,-0.0307743569605628,-1.19731981894062
"79",-0.0674239456161871,-0.429454748501998,-1.03686252646749
"80",-0.716450620017595,-0.429723542491015,0.281693081895421
"81",-0.737254833346196,-0.690138377050414,-0.190526498705109
"82",-0.263728693888906,0.0728366830206044,0.848610761568815
"83",-0.622874023314823,-0.149177947086316,0.449360243007763
"84",-0.364082854330811,-0.458860297115756,-0.516678163306604
"85",-0.571693290072088,-0.253527156956997,-0.190344839848729
"86",-0.773888284828443,-0.476596272558226,-1.1586385983609
"87",-1.08698850903014,-0.835496705646571,-0.949398015023413
"88",-0.215498656014307,-0.441040287277851,-0.380977414098625
"89",-0.278214774915785,-0.650378495767001,-0.971550751716266
"90",-0.858920444550874,-0.622059080998299,0.09784260419213
"91",-0.870709722567129,-0.0984878285370751,0.665394003878777
"92",-0.779217240971146,-0.490191030485656,-0.857898144569106
"93",-0.438253147596001,-0.425287711335324,-0.624852442787075
"94",0.049074745290259,-0.286014806948376,-0.57432772381084
"95",-0.926076873392727,-0.58200755267993,1.55851388598102
"96",-0.746011370350363,-0.542697715532371,-1.50272562601025
"97",-0.193828596480866,0.0959139398234088,-0.225959844114088
"98",0.0562551217129057,-0.109191183389427,0.194308000064491
"99",-0.313535606090701,-0.176056725353816,-0.391467146507764
"100",-0.408617343101586,0.00681185983046864,0.0366420768186784
"101",-0.217789559121481,0.398272396910053,1.40228402996917
"102",0.765195395345044,0.0999406159590633,-0.874159473072924
"103",0.218447850910669,-0.0680363885518148,-0.0172526159261873
"104",-0.422203159683479,-0.296154657523574,0.0269891182677358
"105",0.611712104726944,-0.160301102644176,0.823273190326738
"106",0.55745787361445,0.43561784301721,-0.702257159807036
"107",-0.436957746278466,-0.158864352254942,0.848115421405802
"108",-0.192909753873827,-0.290201222327436,-0.949657425491895
"109",-0.430942070879623,-0.0214111459452788,0.291618960592001
"110",-0.0601136869053537,-0.0719688887459739,0.198174310681204
