"","factor1","factor2","factor3","factor4","factor5","factor6"
"1",9.47020155876814,3.87301373353974,12.5902422763731,3.45517620100346,-4.04385114539739,-12.0113594199962
"2",2.38655529833445,10.0463551042722,12.5875405085704,9.33022655305843,39.5559294881556,3.53683455554865
"3",9.80122896440291,6.59786124922934,13.2010862153954,7.82222059482756,10.4625936827726,5.56661940554415
"4",10.6540256062443,14.5701257734237,9.5064378695998,9.77195871281772,23.4947118941807,-10.9035851178093
"5",8.59888101484572,7.55539227288671,9.73305396670329,12.065739555749,52.4460700724269,10.8838706839408
"6",11.404319444352,12.5066011471565,10.4767352658725,7.58337472963148,11.6797059114745,5.33502298116249
"7",5.97190599645386,12.8111787773149,11.0716962300501,8.6463520197183,23.9543135417767,-3.42208957266438
"8",2.67379468491513,7.22750030700827,16.4004065878569,4.19979939463581,7.58670438173763,-33.7426465360601
"9",-3.03609143477216,-7.40634485501666,-4.58734905198095,-3.83631134016237,-5.27171040179364,4.25467581793988
"10",5.54902341190109,3.02407101256361,2.12823905679586,2.93774791909995,21.6664331401796,5.9625639726195
"11",6.82527193993976,-2.61791241816338,10.592858432777,2.99703068596485,5.08203025689379,-11.3244055552067
"12",9.4183059798197,4.08227052059671,-1.76912930338813,0.575387630998499,1.25235061793381,15.0836862056932
"13",12.114925102142,7.26338841145075,15.4420679625475,10.7139552820889,46.4187854457368,9.72664836889028
"14",13.0637817612986,9.17916488175919,8.97912865959671,5.14563165534289,-5.87470218206103,16.0589334671934
"15",-4.50109285011657,1.78642866029546,10.3914062850667,4.44990751042599,16.4756937511388,-22.8741262309694
"16",5.63934618798726,6.72430536701132,9.96356889253351,8.56834199375916,34.9631372911688,2.93611395812922
"17",7.13367361837181,3.76964402847599,2.73848082627055,4.23965548390501,12.3488569994997,8.86114050937028
"18",7.85502777645266,4.23554795798004,11.5455716975482,12.3392866048415,42.8918785868387,7.28531327405894
"19",8.00896113918317,6.45958023224148,4.88400789005636,3.05322626927562,11.7750027846478,4.15288505106
"20",15.537987899207,17.1222557234401,18.5423522989231,9.29251731510378,37.1409026749716,12.5072662483363
"21",-2.11449160366282,-10.7553773856672,-12.1641999722952,-6.80581709018804,-1.77316286891783,14.3362646859905
"22",-12.2050230851016,-7.11298159378805,-3.50944240276705,-3.87698911037094,0.778286594923497,11.6951786033175
"23",4.2809132223553,7.92227481482166,6.94079156073983,4.26267203258373,16.2330740390503,8.73313239669876
"24",5.15321575792793,10.6777041532315,12.3604705233002,8.51998795437508,28.7979285139144,-12.8898094426034
"25",9.84372679805667,10.7134928065276,7.64411512199014,9.22251441847332,30.7223535807629,14.2993835275772
"26",10.1479440623118,11.0625113267025,8.37919140412608,9.06293101237675,37.5003119845233,2.29129457627575
"27",8.61795580113927,17.0922892502073,-0.605683041812704,5.96945201672983,17.5151565784592,11.0823254477852
"28",1.74793824721691,-1.50919410348139,-4.43912946025593,0.909618277439763,14.2419633057411,19.4652603152439
"29",3.37235431519058,0.672323344869483,-0.753486227442381,3.87236824383879,17.9216254195277,3.29278826898669
"30",-22.6080175981064,-8.29061153208869,-9.91802214202952,-7.18478228567013,-22.5712944240435,-12.8995001852817
"31",3.06752403832477,-8.32796899004266,-5.58341775624398,-1.75307117274434,3.15320205988405,15.3314315956389
"32",1.35426947750849,-1.71147020908759,2.2229123654023,6.25337622861917,12.6862737500159,15.8837305168365
"33",-1.29880106014833,0.824302220609412,4.01106259471495,2.01144456439552,4.70161228166187,17.8484776246948
"34",13.9389782615212,8.43224809920625,8.88693107404468,8.11294315760254,34.2508166581423,25.3352287869757
"35",-5.21929461166763,3.38203653723483,11.2538788704991,3.6302444886545,2.95054597062962,-3.94174656782617
"36",5.33655388718944,6.84036717581937,17.3447638063072,8.776247311992,12.2942775229248,-7.92113573344565
"37",12.8300327826019,8.04849102815918,14.448432161161,10.7538791818578,31.7610495250387,8.17755901955306
"38",15.0203436995288,18.1617763731891,11.2719616925511,11.9682911063971,34.9657502438209,2.13107338901613
"39",8.66943564033777,16.007284706987,10.9958730530456,8.8919897797405,39.9613638281305,12.2297992257223
"40",-5.24528637897218,-12.6019226185245,-3.95759052034386,-2.31642609560438,-10.2142658720715,2.27144888139687
"41",-13.2333631790629,-12.5727802795973,-9.31055940018642,-9.12682903182232,-11.3807609306159,-17.8545909439177
"42",-2.35496338419835,1.19514401072573,7.0374143976518,0.541497903355963,-1.30588012468131,10.8180434343376
"43",-3.79066162817197,0.242823474261065,-5.63080651171821,-0.996443246294113,-3.59741895247324,-20.1782871673759
"44",-2.74811116527534,-6.1730312113488,-10.2458935764999,-6.25463585240205,2.30250413315366,-14.8713572469516
"45",-6.50734725071073,-1.81773494148001,-3.08651663156752,-2.23463146818417,7.6474052035056,-5.93949726827783
"46",-3.03994139926415,3.06610644409945,-1.93489269054001,-0.984419146257866,0.317242011842522,7.17966360670278
