"","factor1","factor2","factor3","factor4"
"79",-0.382481020030327,-0.0380932935784004,0.0229779617846837,-0.91662323972477
"80",-0.42080950550289,-0.707530969279482,-1.197255188798,0.208452584226996
"81",-0.692665418158785,-0.619762071200617,-1.21246838698097,-0.110431911614231
"82",0.00223877023367664,-0.293518768204203,-0.441471670331049,0.811861364333538
"83",-0.250425211284787,-0.691028041621925,-0.530376330862559,0.525295908144285
"84",-0.341220629986538,-0.518588660534496,0.0782467405772543,-0.738584238341037
"85",-0.297149242950558,-0.671725350228397,-0.360246312897536,-0.104991374101477
"86",-0.492533032674906,-0.76660329210762,-1.14701086479102,-0.753997734080663
"87",-0.831171774798576,-1.1132388054183,-1.26177379487477,-0.740989496874401
"88",-0.406344550568227,-0.190727309858321,0.138031520360692,-0.470387521340377
"89",-0.509101838222518,-0.313021384124967,-0.113734169483071,-1.0300210290741
"90",-0.649705368355625,-0.876200674151368,-1.10999604235108,0.15665468179674
"91",-0.299396291658957,-0.775372287751405,-1.25868218476388,0.722213981792328
"92",-0.468825497735955,-0.74739073626363,-1.37422356254874,-0.608685918490035
"93",-0.365906577638523,-0.39776316848245,-1.10617459923656,-0.52546029676319
"94",-0.20676482604097,0.156757019697253,-0.902033394593873,-0.365313653661355
"95",-0.698371806136943,-0.820133289346149,-1.50848737671236,1.26367773235507
"96",-0.462997566770806,-0.903109187245321,-0.256999790640136,-1.39676950763811
"97",0.0561023893508569,-0.129899649765912,-1.00220903603821,0.0786627860266257
"98",-0.16941969751493,0.316544488923072,-0.60704104921686,0.256786840900494
"99",-0.12209760615878,-0.545243543141236,0.379370887390373,-0.367056483092429
"100",-0.103383723153452,-0.364300520317387,-0.492364265335046,0.133659993317899
"101",0.162414514008651,-0.102600272275268,-0.482664211190222,1.42278714333744
"102",0.277447495294696,0.642104733711722,1.38642413039237,-1.01873413474371
"103",-0.0338945596684893,0.274367409157359,0.442213305728542,-0.109520904641419
"104",-0.253712912130791,-0.424965502533663,-0.776120501686389,-0.0632732669454685
"105",-0.193651494586101,0.952052317244915,0.539269340054571,0.713281910497624
"106",0.464943512501833,0.405084394386805,1.38088756200021,-0.535199976887425
"107",-0.299453373235796,-0.200815755213936,-1.24726265336539,0.87557839790993
"108",-0.214512253523793,-0.271467866639107,0.137743957941771,-0.925906614763364
"109",-0.0777966627450623,-0.469851957013842,-0.403841958111016,0.225197939271953
"110",-0.0811730958937912,-0.0652424510522202,0.421409718186611,0.0112253097277121
