"","factor1","factor2","factor3","factor4"
"1",0.646079486824174,0.118009540129863,1.0577776170935,-0.625128493853879
"2",0.309477993221471,1.05000491138155,1.06501978253876,-0.101472023041777
"3",0.574795311008612,0.666483049259753,1.08422373235502,0.439475538986976
"4",0.722932071381298,0.828682908603598,0.789595449319505,-0.591148509182406
"5",0.487916640480083,1.47341150462474,0.818835980445361,0.797273143966093
"6",0.709181580385106,0.540889506371118,0.875905096327468,0.193183127494927
"7",0.473128122066013,0.851233479546717,0.910242287399242,-0.125615099934466
"8",0.30064390799997,0.334137852186876,1.34637262829887,-1.95784820718132
"9",-0.340813956347649,-0.293996670258182,-0.397727584869209,0.39456251113868
"10",0.292728989399527,0.318967418874205,0.166691189847441,0.484327536437446
"11",0.40847950729569,0.277651267458997,0.888547900875106,-0.434546766941874
"12",0.416847773392165,-0.0076244337149628,-0.13269983555213,1.08240416565144
"13",0.68517910624844,1.19465566600223,1.32254788338859,0.369598862925086
"14",0.720488047179327,0.165879481162529,0.722416386675408,1.00358051177066
"15",-0.0583904970593388,0.499459529595218,0.855274775002679,-1.50486085972935
"16",0.311818055956419,0.914654862531026,0.787897211171034,0.220926521622774
"17",0.370425810009625,0.343099004636831,0.224203606131157,0.575915953557845
"18",0.482447966648621,1.32593963603515,0.95440052288063,0.359572467972792
"19",0.406555548516584,0.232353977554429,0.397572741055318,0.34898186417862
"20",0.931322137084166,0.845979369208219,1.54626475528543,0.866280552131627
"21",-0.372958146338651,-0.438057228920982,-0.990663065690435,0.981908274269686
"22",-0.781125924767763,-0.168328305530803,-0.360462694845333,1.06985296075986
"23",0.283656873034242,0.45165607572544,0.580656629934208,0.499653464816658
"24",0.414063517096361,0.82400545067054,0.999336664282501,-0.707826005252173
"25",0.679034299826886,0.890551590797531,0.66288298797875,0.72657675277844
"26",0.640430246647259,0.928487840625128,0.696738438295672,0.321706950782138
"27",0.644952251310335,0.387119505265343,-0.0398045843330509,0.572390846682059
"28",-0.0272006410370432,0.178099958969199,-0.36953963118471,1.2056012861506
"29",0.171098057845936,0.465037258783854,-0.0618180322198331,0.288487258073466
"30",-1.04875959585014,-0.61698413268727,-0.809778247212295,-1.23746777281016
"31",-0.0122122557155955,0.00917751756418605,-0.41364740034271,0.866018998935029
"32",0.073068814288999,0.710448047800871,0.178044080115736,0.909550025052562
"33",-0.0640886352890436,0.290570626633647,0.34959161003449,0.832831987383314
"34",0.609248077786886,0.914037165381112,0.736484298653598,1.64594413542628
"35",-0.161433737360088,0.321555050153782,0.904958749735081,-0.485778892309546
"36",0.472391551938533,0.663206563562712,1.40528036133215,-0.650766358511417
"37",0.686952048897397,1.08965003555066,1.19356777740424,0.500939071440777
"38",0.949692043328455,0.969985681452774,0.93540259464222,-0.147972637206312
"39",0.567332773777588,0.915422540780088,0.914489292999203,0.694151030359432
"40",-0.448183306009412,-0.131753102292226,-0.342771003160997,0.0872157891549045
"41",-0.764300537147373,-0.757916481267942,-0.776195998008191,-1.11589876371833
"42",-0.0560426414752396,0.0537324230973013,0.599142020205981,0.375820217335298
"43",-0.0695351930923918,-0.0148305810287526,-0.452055650351895,-1.05829467322443
"44",-0.233234496840626,-0.498128075971451,-0.830187567662038,-0.709956489290374
"45",-0.36588236626895,-0.0809551596188982,-0.258292545374033,-0.341728246865353
"46",-0.152546639439024,-0.0435403280842324,-0.166261578636905,0.402102583536013
"47",0.3776747176817,0.832448417208834,1.37423785503062,0.103272708948428
"48",0.0569735604975109,-0.0838806062293657,0.996965109667656,-0.412321100496727
"49",0.321891356136868,0.565850774268112,1.52922180811208,-1.11467881140227
"50",0.000484195466593253,0.891469331156907,0.888948955309814,-0.765854404492305
"51",0.257018895083187,0.713057168358473,0.697250708860931,1.08989505243706
"52",0.583635818626357,0.676927783828064,1.30828665095594,-0.866002447195013
"53",0.435612314065778,-0.471949195323322,0.00162946526681906,-0.158069183250602
"54",-0.430782677380996,-0.627218157547525,-0.758993824740937,0.761851476556095
"55",-0.572429358591766,-0.76356080984684,-0.511516176817999,-1.5247104498368
"56",0.190451521738353,0.0792057744698497,0.247808695513116,0.514981441553335
"57",0.10143576044305,-0.68691334572182,-1.19657725162129,0.323385128779921
"58",0.0988609437900764,-0.178227813934893,-0.978132700821468,0.732232335405869
"59",0.461135657942523,0.0794568695229615,0.770168635787917,-0.732508428884042
"60",0.429877896660441,-0.282906885030954,-0.725073884973005,0.111243670708407
"61",-0.157740724187978,-0.461827901132371,-0.085220333756696,-0.327017847859543
"62",-0.850146522394701,-0.868816294579478,-1.13098312051674,-0.309681079334257
"63",-0.636130955090355,-0.717668906353743,-1.2022463837007,0.307464600692144
"64",-0.244779366123462,-0.401764677470567,-0.958339371836658,0.315292271387521
"65",-0.336900627640898,-0.513729366957837,-0.741773150594406,0.145002288828377
"66",-0.582502690134376,-0.654655062300469,-0.692220997574738,-0.304910168252109
"67",-0.551689479020009,-0.469757010648105,-0.920910850517611,0.0691449161979183
"68",-0.528844383895878,-0.283874037634933,-0.361711046030274,-0.218879495863797
"69",-0.0046421572806987,-0.682297026432085,-0.374894047296253,0.257612910399241
"70",-0.144464826682991,-0.403920541769288,-0.0069571892949842,0.31610979849827
"71",-0.295364540334652,-0.663459633493015,-0.913575472762233,-0.588135954341561
"72",-0.409528514723177,-0.911939122237075,-1.05657890194303,-0.359847767821284
"73",0.171526097173822,-0.33505964815729,0.26558870517301,-0.214204802837651
"74",-0.446402275538499,-0.323521381162757,-0.463279623915542,-0.0717151805140993
"75",0.150243467678083,-0.652698663743337,-0.460967998674841,-0.647271477682538
"76",0.605209440423566,0.209189041909638,1.26011878410167,0.28316403814371
"77",-0.176048694834747,-0.919938073827863,-1.60531885681041,0.288214938026085
"78",0.0025249653466036,-0.408858353560909,0.102448398551348,-0.94697283907717
