"","factor1","factor2"
"1",0.359728911587754,0.5768070209807
"2",0.913910918206955,0.22563924517654
"3",0.685697943048221,0.626705655234026
"4",0.898560836981679,0.582841395005356
"5",1.03886305116921,0.63484950389507
"6",0.73268422083326,0.649626171152706
"7",0.835153877242347,0.316301843902659
"8",0.476455835212283,-0.0080410389039177
"9",-0.348053730206149,-0.257056338522325
"10",0.268303231994549,0.365421116229741
"11",0.293822863503601,0.422142376490867
"12",0.0934010143041584,0.565960131585157
"13",1.03999709226142,0.833191811382344
"14",0.478793747507179,0.780766010014737
"15",0.428544716632463,-0.279597031202227
"16",0.779600249361504,0.322123764571704
"17",0.383151394262425,0.44223540566766
"18",1.00127338854474,0.537134766329952
"19",0.318663769043932,0.482332003884981
"20",1.00805123092622,0.956683577954014
"21",-0.617448162977787,-0.0716072295216979
"22",-0.317611957725492,-0.668293708361792
"23",0.448220091427929,0.293150933058549
"24",0.794119152840332,0.237675296771796
"25",0.810717737451342,0.691046984222193
"26",0.834010751042347,0.650100757356005
"27",0.577326738652502,0.553646286754938
"28",0.055080232105889,0.144244645242711
"29",0.296209156744031,0.235604932855934
"30",-0.675156144607269,-1.32021497973413
"31",-0.188653383773968,0.320764854612364
"32",0.426856672848983,0.214453088068339
"33",0.25107024711916,0.0339706925722023
"34",0.749095177205981,0.884126187404918
"35",0.346438586471244,-0.340393030624703
"36",0.757418219248734,0.289164629246938
"37",0.987405391223421,0.820495224505251
"38",1.07292101049526,0.860735964484192
"39",0.897445452222763,0.575172278174942
"40",-0.333250710893833,-0.347281819738698
"41",-0.824471818190073,-0.883825350813629
"42",0.146888463753979,-0.0632115716194419
"43",-0.151857776132647,-0.196558945456538
"44",-0.557744689343843,-0.225496863757566
"45",-0.160523357677841,-0.4406410584447
"46",-0.064372072786432,-0.144840337645983
"47",0.830897588349034,0.32707556461489
"48",0.0412814888926206,0.0194682373519481
"49",0.68147379049111,0.0778451161270341
"50",0.747439364970474,-0.253395233465674
"51",0.547785599514787,0.390954936453528
"52",0.798886008875678,0.422466360092379
"53",-0.0822635727737238,0.334472286037262
"54",-0.591440002761938,-0.325443880011271
"55",-0.640112708688099,-0.80947815891287
"56",-0.0143181210577522,0.359512527771584
"57",-0.54770526261685,0.169362533436134
"58",-0.194303354504892,0.171325094116275
"59",0.318937276091659,0.340832715955297
"60",-0.019241407185053,0.309809157645649
"61",-0.311629792305158,-0.248237173795461
"62",-0.895050306682016,-0.864477185042935
"63",-0.751678417533963,-0.610241005706427
"64",-0.519346318017691,-0.0726895257515089
"65",-0.479959766487208,-0.327123317513823
"66",-0.752703709218861,-0.551501541679824
"67",-0.498193991285207,-0.527091376182544
"68",-0.301441737018388,-0.649044393747346
"69",-0.56084380087279,0.101145751736145
"70",-0.283253350218991,-0.151622121995689
"71",-0.615974358073486,-0.314203787119981
"72",-0.761123871844671,-0.466689594924033
"73",-0.160414739762383,0.190223287650273
"74",-0.308455195667089,-0.518789483519105
"75",-0.256612235950867,-0.0658912733631589
"76",0.522353581611308,0.575746160534992
"77",-0.879384592817795,-0.127154928872143
"78",-0.225963533481354,-0.0881780325627226
"79",-0.138005009697448,-0.400534579070872
"80",-0.653350253416834,-0.436654080415305
"81",-0.807427178886849,-0.647649599180092
"82",-0.206809673942187,0.0296173837916752
"83",-0.611898177317627,-0.0940976763018073
"84",-0.363044963000277,-0.493082990473159
"85",-0.555623048765602,-0.222278497372776
"86",-0.810338790402749,-0.514235202272185
"87",-1.10282915652594,-0.835995972304378
"88",-0.259851911227872,-0.43099818131203
"89",-0.3017623239776,-0.674168853543454
"90",-0.889633712855184,-0.583329969731618
"91",-0.80845917231996,-0.0143810950496908
"92",-0.782642478972705,-0.578306078091261
"93",-0.431056235754312,-0.463167752176586
"94",-0.0208390507891925,-0.289860919909205
"95",-0.921847129596101,-0.42498114637734
"96",-0.784149250786522,-0.582162218768173
"97",-0.200732826402157,0.0313301934505042
"98",-0.0010351393474886,-0.0266081730540088
"99",-0.304044068246312,-0.177486232112636
"100",-0.387653468344394,0.0225704670507134
"101",-0.159167653801258,0.502896978990838
"102",0.739387254528039,0.0237892534039901
"103",0.148213026052392,-0.0315163263625087
"104",-0.384629190386656,-0.325069711283513
"105",0.464346499815289,-0.0272142808105581
"106",0.552902789196373,0.398710620567848
"107",-0.493344146943248,-0.0293166132372384
"108",-0.196911558420106,-0.340474213550851
"109",-0.344346947067508,-0.0126002005413235
"110",-0.0677951735309009,-0.0497872997520131
